SN,Suburb,Category,Business Name,Address,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
163,"Greenwith, SA",restaurants,Greenwith Family Dental,"Shop 1/ 222 Target Hill Rd, Greenwith SA 5125",-34.77053,138.706386,High Quality Dental Care For The Entire Family.,,greenwithmedical@bigpond.com,http://www.greenwithfamilyhealth.com.au/greenwith_dental.html,0,0
164,"Marleston, SA",restaurants,Adelaide Merchandising,"9-11 Grove Ave, Marleston SA 5033",-34.943853,138.562931,"Special. In Shelving, Wheels, Castors, Handtrucks, Trolleys & Ladders.",,sales@adelaidemerchandising.com,http://www.adelaidemerchandising.com,0,0
165,"West Lakes, SA",restaurants,AAMI Stadium Function Complex,"Turner Drv, West Lakes SA 5021",-34.879649,138.49352,A Venue Of Possibilities...,,enquiries@encoregroup.net.au,http://www.encoregroup.net.au/,3.5,6
166,"Adelaide, SA",restaurants,Lend Lease,"Level 2, 141-149 Ifould St, Adelaide SA 5000",-34.927656,138.606622,Quality Construction Management,,,http://www.lendlease.com,0,0
167,"Stepney, SA",restaurants,DBG Technologies,"Level 1, 38 Payneham Rd, Stepney SA 5069",-34.92557,138.60874,"Digital. Done Right.  Web Design, CMS, eCommerce, Mobile Webites.",,info@dbgtechnologies.com.au,http://www.dbgtechnologies.com.au,0,0
168,"Coober Pedy, SA",restaurants,Desert Cave Hotel,"Lot 1 Hutchison St, Coober Pedy SA 5723",-29.013817,134.754607,A Dream To Share The Extraordinary,,reserve@desertcave.com.au,http://www.desertcave.com.au,1,1
169,"Victor Harbor, SA",restaurants,Victor Harbor Security,"PO Box 70, Victor Harbor SA 5211",-35.547889,138.617283,Locals Servicing Locals And Getting It Right!,,admin@victorharborsecurity.com.au,http://www.victorharborsecurity.com.au,0,0
170,"Stepney, SA",restaurants,SPORTSMEDSA Orthopaedic,"32 Payneham Rd,, Stepney SA 5069",-34.913644,138.624975,Getting you back on Track,,info@sportsmed.com.au,http://www.sportsmed.com.au,0,0
171,"Adelaide, SA",restaurants,Nuweigh Australia,Adelaide SA 5000,-34.928605,138.601685,"Manufacturing All Forms Of Weighing Equipment, Scales & Loadcells.",,admin@nsw.com.au,http://www.nuweigh.com.au,0,0
172,"Welland, SA",restaurants,PPI Promotion  Apparel,"71 Welland Ave, Welland SA 5007",-34.905769,138.559799,Corporate Merchandise - Conferences - Charities,,sales@ppipa.com.au,http://www.ppipa.com.au,0,0
173,"Morphett Vale, SA",restaurants,SPORTSMED SA Physiotherapy,"221-223 Main South Rd., Morphett Vale SA 5162",-35.116701,138.522439,Getting you back on track.,,info@sportsmed.com.au,http://www.sportsmed.com.au,0,0
174,"Edinburgh North, SA",restaurants,Supagas,"13-15 Bellchambers Rd, Edinburgh North SA 5113",-34.708974,138.657448,"Suppliers Of Gas To Home, Industry, Medical And More.",,,http://www.supagas.com.au,0,0
175,"Port Augusta, SA",restaurants,Arid Land Communications,Port Augusta SA 5700,-32.498297,137.775707,All Your Telecommunication & Network System Needs.,,,http://www.aridlandcomms.net.au,0,0
176,"Mt Gambier, SA",restaurants,RCR Haden Pty Ltd,"3A Calula Drv, Mt Gambier SA 5290",-37.812061,140.753281,Australia's Wide Air Conditioning And Mechanical Engineering Services,,sales@haden.com.au,http://www.haden.com.au,0,0
177,Waste Reduction & Disposal Services,restaurants,Sterihealth,"3A Calula Drv, Mt Gambier SA 5290",-37.812061,140.753281,Medical Waste & Safe Sharps Management Specialists,,,http://www.sterihealth.com.au,0,0
178,"Whyalla Norrie, SA",restaurants,Environ Plumbing,"PO Box 2693, Whyalla Norrie SA 5608",-33.027816,137.539938,Service & Solutions For All Your Plumbing & Gas Fitting Needs,,admin@environplumbing.com.au,http://www.environplumbing.com.au,0,0
179,"Prospect, SA",restaurants,IPS Automation,"295 Churchill Rd, Prospect SA 5082",-34.872387,138.584142,Specialist In The Application Of Pneumatic & Vacuum Technology.,,sales@ipsauto.com.au,http://www.torqind.com/ips-automation,0,0
180,"Woodside, SA",restaurants,Peter Fisher Lawyers,"56A Onkaparinga Valley Rd, Woodside SA 5244",-34.951417,138.876087,"Specialising In Wills, Estate & Personal Protection Planning",,,,0,0
181,"Nuriootpa, SA",restaurants,Juncken Home Timber  Hardware,"53-57 Tanunda Rd, Nuriootpa SA 5355",-34.48217,138.99214,Complete Range Of Building Supplies & Hardware.,,hardware@junckenbuilders.com.au,http://www.junckenbuilders.com.au,0,0
182,"Adelaide, SA",restaurants,Hairific Hair  Wig Consultants,"Royal Adelaide Hospital, Main Entrance, North Tce,, Adelaide SA 5000",-34.920598,138.60815,"Wigs, enhancers, extensions, toupees/wiglets and hair pieces",,info@hairificwigs.com.au,http://www.hairificwigs.com.au,0,0
183,"Adelaide, SA",restaurants,LED Signs Pty Ltd,Adelaide SA 5000,-34.928605,138.601685,Electronic Signs - LED & LCD Signage Solutions,,sales@led-signs.com.au,http://www.led-signs.com.au,0,0
184,"Richmond, SA",restaurants,Rondent Automation Services,"18 Deacon Ave, Richmond SA 5033",-34.94056,138.56808,"Industrial Electronics, Automatic Control Systems, Security & CCTV.",,services@rondentautomation.com.au,http://www.rondentautomation.com.au,0,0
185,"Clapham, SA",restaurants,Balyana Accommodation  Hospitality Services,"46 Strathcona Ave, Clapham SA 5062",-34.99652,138.60314,Multi-Purpose Conference Venue Set In The Adelaide Hills 6 Km From CBD,,,http://www.bedfordgroup.com.au,0,0
186,"Stepney, SA",restaurants,McNeil Surgical Pty Ltd,"29- 31 Magill Rd, Stepney SA 5069",-34.915172,138.625322,"Complete Surgical & Health Care Products Supplier, Visit Our Website!",,,http://www.mcneilsurgical.com.au,0,0
187,"Edwardstown, SA",restaurants,Hills Antenna  TV Systems,"13- 15 Woodlands Tce, Edwardstown SA 5039",-34.984132,138.572493,Australia's Leading Manufacturer Of TV Reception Products.,,sa@hillsantenna.com.au,,0,0
188,"Richmond, SA",restaurants,GaP Solutions Pty Ltd,"368 South Rd, Richmond SA 5033",-34.93867,138.57045,Hospitality & Supermarket Solutions,,,http://www.gapsolutions.com.au,0,0
189,"Daw Park, SA",restaurants,Repat Radiology,"216 Daws Rd, Daw Park SA 5041",-34.990539,138.589528,Bulk-Billing For Medicare Entitled Patients. Advanced Medical Imaging.,,repat.radiology@health.sa.gov.au,http://www.repatradiology.com.au,0,0
190,"Panorama, SA",restaurants,Peter Van The Party Man,"Cnr Goodwood & Springbank Rds, Panorama SA 5041",-34.99108,138.59289,Your Party Supplies One Stop Shop! You'll Find It All Here!,,partyman@petervan.com.au,http://www.petervan.com.au,3.5,7
191,Doors & Door Fittings,restaurants,MTIQualos Pty Ltd,"Cnr Goodwood & Springbank Rds, Panorama SA 5041",-34.99108,138.59289,Clearly The Best P.V.C Doors.,,sales@mtiqualos.com.au,http://www.mtiqualos.com.au,0,0
192,"Whyalla, SA",restaurants,Iteeth Implant Dental,"51 Playford Ave, Whyalla SA 5600",-33.029936,137.567842,"General, Preventative & Cosmetic Dentistry In Whyalla.",,drsimpson@iteeth.com.au,http://www.iteeth.com.au,0,0
193,"Hove, SA",restaurants,Peter Fisher Lawyers,"389 Brighton Rd, Hove SA 5048",-35.01197,138.52215,"Specialising In Wills, Estate & Personal Protection Planning",,pfisher@peterfisher.com.au,http://www.peterfisherlawyers.com.au,0,0
194,"Mt Gambier, SA",restaurants,Dycer Constructions Pty Ltd,"18 Eleanor St, Mt Gambier SA 5290",-37.82923,140.77338,Construction & Project Management - Commercial & Industrial.,,,http://www.dycer.com.au,0,0
195,"Goodwood, SA",restaurants,Health Partners Optical,"92 King William Rd, Goodwood SA 5034",-34.95175,138.59953,More Than Just A Health Fund.,,optical@healthpartners.com.au,http://www.optical.healthpartners.com.au,4,1
196,"North Adelaide, SA",restaurants,Nutrition Professionals Australia,"2/ 191 Melbourne St, North Adelaide SA 5006",-34.908683,138.60504,Accredited Practising Dietitian.,,admin@npagroup.com.au,http://www.npagroup.com.au,0,0
197,"Glandore, SA",restaurants,Aidacare,"664 South Rd, Glandore SA 5037",-34.96013,138.57206,Visit One Of Our 13 Locations Or Call Today!,,admin@aidacare.com.au,http://www.aidacare.com.au,0,0
198,Medical Equipment,restaurants,Aidacare,"664 South Rd, Glandore SA 5037",-34.96013,138.57206,Visit One Of Our 13 Locations Or Call Today!,,admin@aidacare.com.au,http://www.aidacare.com.au,0,0
199,Mobility,restaurants,Aidacare,"664 South Rd, Glandore SA 5037",-34.96013,138.57206,Visit One Of Our 13 Locations Or Call Today!,,admin@aidacare.com.au,http://www.aidacare.com.au,0,0
200,"Adelaide, SA",restaurants,Health Partners,"86 Pirie St, Adelaide SA 5000",-34.925291,138.602911,More Than Just A Health Fund.,,ask@healthpartners.com.au,http://www.healthpartners.com.au,0,0
201,"Gepps Cross, SA",restaurants,Down Under Textiles Pty Ltd,"U1 18-20 Carsten Rd, Gepps Cross SA 5094",-34.839598,138.59539,Let Us Take Care Of All Your Bedding Needs.,,admin@downundertextiles.com.au,http://www.downundertextiles.com.au,0,0
202,"Netley, SA",restaurants,Jaymel Airconditioning,"382 Richmond Rd, Netley SA 5037",-34.943417,138.544471,Choose The Right Air Conditioner For Your Individual Needs.,,jaymel@jaymel.com.au,http://www.jaymel.com.au,0,0
203,"Ashford, SA",restaurants,France Michael Dr,"Suite 31, 4th Floor, 57 Anzac Hwy, Ashford SA 5035",-34.948606,138.576911,Specialising In Laparoscopic And Minimally Invasive Surgery,,michael.france@adelaide.edu.au,http://www.laparoscopicsurgeon.com.au,0,0
204,"Edwardstown, SA",restaurants,Compliant Fire Services Pty Ltd,"11 Woodlands Tce, Edwardstown SA 5039",-34.983941,138.572724,"""For All Your Fire Protection Needs""",,service@compliantfire.com.au,http://www.compliantfire.com.au,0,0
205,"Adelaide, SA",restaurants,API Insurance Services,"Level 3 185 Victoria Sq, Adelaide SA 5000",-34.927512,138.598773,Our service and advice is just the beginning ... Call 1800 088 892,,enquiries@trustAPI.com.au,http://www.trustAPI.com.au,0,0
206,"St Agnes, SA",restaurants,Chemflo Pty Ltd,"PO Box 167, St Agnes SA 5097",-34.832029,138.707013,"Cleaning - It's More Than Just Products, Get The Right Advice!",,chemflo@chemflo.com.au,http://www.chemflo.com.au,0,0
207,"Adelaide, SA",restaurants,International Oyster  Seafoods,"241 Franklin St, Adelaide SA 5000",-34.92792,138.58996,Processors & Distributors of quality Oysters & Seafood.,,sales@internationaloyster.com.au,http://www.internationaloyster.com.au,0,0
208,"Port Lincoln, SA",restaurants,West Coast Funerals,"1123 Flinders Hwy, Port Lincoln SA 5606",-34.714949,135.838101,Personalised & Truly Caring Services Set Amongst Our Tranquil Gardens,,ralph@westcoastfunerals.com.au,http://www.westcoastfunerals.com.au,0,0
209,Medical Agents,restaurants,Medical Billing Solutions,"13- 15 Woodlands Tce, Edwardstown SA 5039",-34.984132,138.572493,We Do It All For You,,admin@medicalbillingsolutions.com.au,http://www.medicalbillingsolutions.com.au,0,0
210,"Thebarton, SA",restaurants,Commercial Security Solutions Pty Ltd,Thebarton SA 5031,-34.916625,138.57239,We Provide Integrated Systems For Now & The Future...,,enquiries@commercialsecurity.com.au,http://www.commercialsecurity.com.au,0,0
211,"North Adelaide, SA",restaurants,Francis DA Ghan,"Suite 10, 183 Tynte St, North Adelaide SA 5006",-34.906862,138.593779,Medical Practitioner. Orthopaedics Specialist.,,ghan183@bigpond.net.au,http://www.francisghan.com.au/index.htm,0,0
212,"Loxton, SA",restaurants,Bettio Building Contractors,"21 East Tce, Loxton SA 5333",-34.45183,140.56893,Excellence In Home Building - Town And Country,,,http://www.bettio.com.au,0,0
213,"Holden Hill, SA",restaurants,Performance Catering Equipment Pty Ltd,"18 Delray Ave, Holden Hill SA 5088",-34.84561,138.68481,"Contact Us For All Your Equipment, Table Top And Service Needs.",,sales@performancecatering.com.au,http://www.performancecatering.com.au,0,0
214,"Port Augusta, SA",restaurants,Bagman Distribution Services Pty Ltd,Port Augusta SA 5700,-32.498297,137.775707,Huge Range Of Products. Servicing Mid & Far North Since 1992.,,,http://www.bagmandistribution.com.au,0,0
215,"Adelaide, SA",restaurants,Wilson Parking,"27 Austin St, Adelaide SA 5000",-34.921884,138.604386,Over 200 Car Parks Australia Wide | Visit Our Website For Locations,,wadel@wilsonparking.com.au,http://www.wilsonparking.com.au,2,2
216,"Adelaide, SA",restaurants,GU Health,Adelaide SA 5000,-34.928605,138.601685,Quality health insurance,,corporate@guhealth.com.au,http://www.guhealth.com.au,0,0
217,"Wilpena, SA",restaurants,Rawnsley Park Station,Wilpena SA 5434,-31.88985624,138.4190096,Your Stay Can Be As Active Or As Relaxed As You Like.,,info@rawnsleypark.com.au,http://www.rawnsleypark.com.au,0,0
218,"Malvern, SA",restaurants,Walsh Boyce Key,"305 Unley Rd, Malvern SA 5061",-34.96044,138.60866,To assist our clients to achieve their financial goals,,andrew@andrewkey.com.au,http://www.andrewkey.com.au,0,0
219,"Frewville, SA",restaurants,Adelaide City Fringe Serviced Apartments and Motel,"239 Glen Osmond Rd, Frewville SA 5063",-34.94948,138.6313,"Family Suites, 1 & 2 Bedroom Apartments & Motel Rooms",,info@accommodationadelaide.com.au,http://www.accommodationadelaide.com.au,0,0
220,"Kent Town, SA",restaurants,Rosalind Neale Realty,"53 Fullarton Rd, Kent Town SA 5067",-34.92371,138.62334,For Excellent Service In Real Estate Sales & Property Management,,rosneale@adelaide.on.net,http://www.nealerealty.com.au,0,0
221,"Stepney, SA",restaurants,Complete Comfort,"17 Nelson St, Stepney SA 5069",-34.914524,138.631225,Specialising In Retail Bedding. Full Range Of Sizes.,,completecomfort@bigpond.com,http://www.completecomfort.net.au,0,0
222,"Gilles Plains, SA",restaurants,Highlander Hotel Motel,"647 North East Rd, Gilles Plains SA 5086",-34.85208,138.66506,Quality Accommodation At Affordable Prices,,admin@highlanderhotel.com.au,http://www.highlanderhotel.com.au,2.5,3
223,"Clare, SA",restaurants,Comfort Inn Clare Central,"325 Main North Rd, Clare SA 5453",-33.82922,138.6077,Ideally Located In The Centre Of Clare - Enjoy Our Local Hospitality.,,info@clarecentral.com.au,http://www.clarecentral.com.au,0,0
224,"Encounter Bay, SA",restaurants,Kirribilli At Encounter Bay,"150 Bay Rd, Encounter Bay SA 5211",-35.564295,138.596037,A Spirit Of Caring. A Tradition Of Excellence.,,kiradm@padman.com.au,http://www.padmanhealthcare.com.au,0,0
225,"Regency Park, SA",restaurants,Tony Colyer Pty Ltd,"521 South Rd, Regency Park SA 5010",-34.8626,138.56985,"Wholesalers Of Manchester, Linen, Textiles, Fabrics & Accessories.",,sales@tonycolyer.com.au,http://www.tonycolyer.com.au,0,0
226,"Port Pirie, SA",restaurants,John Pirie Motor Inn,"166-172 Warnertown Rd, Port Pirie SA 5540",-33.186797,138.025742,"Accommodation, Restaurant & Bar, Function Room, Pool, Free WiFi &more!",,pirie@countryclubs.com.au,http://www.countryclubs.com.au,0,0
227,"Clare, SA",restaurants,Wild Saffron,"288 Main North Rd, Clare SA 5453",-33.832889,138.610931,"Award-Winning Restaurant, Gourmet Food Store & Catering Business",,heather@wildsaffron.com.au,http://www.wildsaffron.com.au,5,1
228,"Tea Tree Gully, SA",restaurants,Cal Rite Instruments,Tea Tree Gully SA 5091,-34.820764,138.725071,"Complete Calibration, Sales and Service to all Process Instrumentation",,cal-rite@chariot.net.au,http://www.cal-riteinstruments.com.au/,0,0
229,"Kilkenny, SA",restaurants,Torrens Grove Retirement Village,"1 Humphries Tce, Kilkenny SA 5009",-34.87755,138.55446,Inner West Adelaide Retirement Living Just 7km From Adelaide CBD.,,torrensinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/torrensgrove/,0,0
230,"Port Lincoln, SA",restaurants,Lincoln Grove Retirement Estate,"27 Marine Ave, Port Lincoln SA 5606",-34.72804,135.84684,Luxurious RetirementUnits & Serviced Apartments On The Eyre Peninsula.,,lincolngroveinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/lincolngrove/,0,0
231,"Salisbury, SA",restaurants,Harwin Retirement Village,"133 Frost Rd, Salisbury SA 5108",-34.7826,138.65226,"North Adelaide Retirement Living, Supported Living & Respite Care.",,harwininfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/harwin/,0,0
232,"Hope Valley, SA",restaurants,Tea Tree Gardens Retirement Village,"1075 Grand Junction Rd, Hope Valley SA 5090",-34.84216,138.6843,North East Adelaide Retirement Living Just 20mins From Adelaide CBD.,,teatreeinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/teatreegardens/,0,0
233,"Parkside, SA",restaurants,OAMPS Insurance Brokers,"180 Greenhill Rd, Parkside SA 5063",-34.941198,138.613504,"Business Insurance, Risk Management, Personal Insurance.",,adelaide@oamps.com.au,http://www.oamps.com.au,0,0
234,"Dulwich, SA",restaurants,Combe Pearson Reynolds,"174 Fullarton Rd, Dulwich SA 5065",-34.93589,138.6247,Providing Our Clients With Quality Design Services.,,admin@cprengineers.com.au,http://www.cprengineers.com.au,0,0
235,"Lonsdale, SA",restaurants,Action Line Marking SA PL,Lonsdale SA 5160,-35.108686,138.497043,Road & Line Marking Professionals.,,,http://www.actionlinemarking.com,0,0
236,"Kent Town, SA",restaurants,Clinpath Laboratories,"19 Fullarton Rd, Kent Town SA 5067",-34.91789,138.6225,"We Take It Personally. 24 Hours A Day, 365 Days A Year.",,itsupport@clinpath.com.au,http://www.clinpath.com.au,0,0
237,"Rose Park, SA",restaurants,Savvoulidis Tom Dr,"62 Kensington Rd, Rose Park SA 5067",-34.927846,138.630461,Anterior Hip Replacement Surgery Orthopaedic Surgeon,,admin@drsavvoulidis.com.au,http://www.drsavvoulidis.com.au,0,0
238,"Waikerie, SA",restaurants,Hansen Electric,"1 Wuttke Rd, Waikerie SA 5330",-34.189451,139.980072,Experience - Expertise - Excellence,,info@hansenelectric.com.au,http://www.hansenelectric.com.au,0,0
239,"Wirrabara, SA",restaurants,Taralee Orchards,"Forest Rd, Wirrabara SA 5481",-33.07022205,138.2282844,Come And Stay For A While!,,info@taralee.com.au,http://www.taralee.com.au,0,0
240,"Payneham, SA",restaurants,LJ Hooker Business Broking  Adelaide,"2a Portrush Rd, Payneham SA 5070",-34.89679,138.6392,"Business Brokers In Payneham, SA",,adelaide@ljhbb.com.au,http://www.ljhooker.com.au/bba,0,0
241,"Panorama, SA",restaurants,Peter Van The Party Man,"Cnr Goodwood & Springbank Rds, Panorama SA 5041",-34.99108,138.59289,Your Party Supplies One Stop Shop. You'll Find It All Here!,,,,3.5,7
242,"Hawker, SA",restaurants,Hawker Hotel Motel,"80 Elder Tce, Hawker SA 5434",-31.886452,138.420877,Hub of the Flinders Ranges,,hawkerhotel@bigpond.com,,0,0
243,"Unley, SA",restaurants,Haddad Pharmacy Group,"Shp 2/ 160 Unley Rd, Unley SA 5061",-34.94881,138.60668,Haddad Pharmacy Group provides a wide range of services.,,nicola@haddadpharmacygroup.com.au,http://www.haddadpharmacygroup.com.au,0,0
244,"Port Noarlunga, SA",restaurants,C  S Decorators Pty Ltd,Port Noarlunga SA 5167,-35.146431,138.47788,Attention To Detail,,colin@csdecorators.com.au,http://www.csdecorators.com.au,0,0
245,"North Adelaide, SA",restaurants,Mary Potter Foundation,North Adelaide SA 5006,-34.907436,138.596477,Supporting specialised palliative and end of life care,,reception@marypotter.org.au,http://www.marypotter.org.au,0,0
246,"Salisbury, SA",restaurants,Identity Embroidery,"1/ 3 Park Tce, Salisbury SA 5108",-34.76414,138.64074,In House Embroidery Specialists.,,identityplus@bigpond.com,http://www.identityplus.net.au,0,0
247,"North Adelaide, SA",restaurants,Regal Park Motor Inn,"44 Barton Tce East, North Adelaide SA 5006",-34.90346,138.59615,Welcome To The Regal Park Motor Inn,,info@regalpark.com.au,http://www.regalpark.com.au,0,0
248,"Wayville, SA",restaurants,Shipway Hotel Motel Brokers,"58 Greenhill Rd, Wayville SA 5034",-34.94208,138.59327,Invest In Your Future.,,gshipway@gmail.com,http://www.shipwayhotelbrokers.com.au,0,0
249,"Berri, SA",restaurants,Devilees Riverland Air Conditioning  Refrigeration,"1290 old sturt Hwy, Berri SA 5343",-34.262692,140.614405,Keep Your Cool,,peter@devilees.com.au,http://www.devilees.com.au,0,0
250,"Port Adelaide, SA",restaurants,Tauondi College,Port Adelaide SA 5015,-34.846746,138.506906,Cultural Teaching.,,reception@tauondi.sa.edu.au,http://www.tauondi.sa.edu.au,0,0
251,"Lonsdale, SA",restaurants,Falcon Shopfitters Pty Ltd,"13 Waddikee Rd, Lonsdale SA 5160",-35.110443,138.501169,"Specialising in Retail, Office, Hotel & Commerical Fitouts",,info@falconshopfitters.com.au,http://www.falconshopfitters.com.au,0,0
252,"Ascot Park, SA",restaurants,Colonic Irrigation SA,"773 Marion Rd, Ascot Park SA 5043",-34.99343,138.5574,Water & Coffee Irrigations,,,http://www.colonicirrigationsa.com,0,0
253,"Beulah Park, SA",restaurants,Adelaide Care Solutions,"262 Magill Rd, Beulah Park SA 5067",-34.91489,138.64465,Specialising In Aged Care & Community Care.,,admin@adelaidecare.com.au,http://www.adelaidecare.com.au,0,0
254,"Auburn, SA",restaurants,The Rising Sun Hotel,"19 Main North Rd, Auburn SA 5451",-34.025914,138.685119,"A Function Centre For Multiple Occasions - Auburn, SA",,rising@capri.net.au,http://www.therisingsunhotel.com.au/,0,0
255,"Thebarton, SA",restaurants,William Harley  Son Pty Ltd,"28 Dew St, Thebarton SA 5031",-34.91928,138.57332,We Are Very Competitive And Still Produce A Superior Product.,,wharley@esc.net.au,http://www.wharley.com.au,0,0
256,"St Agnes, SA",restaurants,Absolute Stainless  Aluminium,"Unit 2/ 145 Tolley Rd, St Agnes SA 5097",-34.82851,138.70711,Quality Balustrade & Handrail Fabrications,,,http://www.absolutesa.com.au,0,0
257,"West Lakes Shore, SA",restaurants,IT Solutions In Time,West Lakes Shore SA 5020,-34.864963,138.485149,"Time & Attendance, Workchoices, Payroll, Integration, Job Costing Etc",,sales@itsit.com.au,http://www.itsit.com.au,0,0
258,"Mt Gambier, SA",restaurants,Hallmont Estate,"20 Woodlands Drv, Mt Gambier SA 5290",-37.804155,140.7857,"A Secure, Desirable & Enviable Lifestyle In The Limestone Coast Region",,admin@hallmontestate.com.au,http://www.hallmontestate.com.au,0,0
259,"Birdwood, SA",restaurants,Essential Physio,Birdwood SA 5234,-34.817607,138.966352,Specialists In Physiotherapy,,admin@essentialphysio.com.au,http://www.essentialphysio.com.au,0,0
260,"Forestville, SA",restaurants,Central Contract Cleaning Supplies Pty Ltd,"5 Maple Ave, Forestville SA 5035",-34.948185,138.583238,Family owned and proudly South Australian,,cccsupplies@bigpond.com,http://www.cccsupplies.com.au,0,0
261,"Mansfield Park, SA",restaurants,United Safety Pty Ltd,"Unit 3, 400 Grand Junction Rd, Mansfield Park SA 5012",-34.85078,138.54959,Suppliers Of Personal Protective Equip - Industry To The Home Handyman,,sales@unitedsafety.com.au,http://www.unitedsafety.com.au,0,0
262,"Port Pirie, SA",restaurants,Hird Flooring,Port Pirie SA 5540,-33.177573,138.010324,Professional Surfacing With Over 40 Years Experience,,office@hirdflooring.com.au,http://www.hirdflooring.com.au,0,0
263,"Modbury, SA",restaurants,Modbury Plaza Hotel,"989 North East Rd, Modbury SA 5092",-34.83076,138.68838,"Finest Hotel Dining, Entertainment And Function Centre",,modburyplazahotel@bigpond.com.au,http://www.modburyplazahotel.com.au,3.5,3
264,"Daw Park, SA",restaurants,Hand  Occupational Therapy Consultancy Service,"638 Goodwood Rd, Daw Park SA 5041",-34.98612,138.59184,Professional Occupational Therapists,,,http://www.suzannecaragianis.com.au,0,0
265,"Mt Gambier, SA",restaurants,Golden Chain Tower Motor Inn,"140 Jubilee Hwy West, Mt Gambier SA 5290",-37.816894,140.76467,Country Hospitality At Its Best,,towermotorinn@bigpond.com.au,http://www.towermotorinn.com.au,0,0
266,"Enfield, SA",restaurants,Bartonvale Gardens Retirement Village,"4 Ellis St, Enfield SA 5085",-34.86513,138.60601,"North east Adelaide retirement living, supported living & respite care",,bartonvaleinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/bartonvalegardens/,0,0
267,"Clearview, SA",restaurants,Clearview Manor Serviced Apartments,"1- 7 Leicester St, Clearview SA 5085",-34.85105,138.612815,"Northern Adelaide Retirement Living, Supported Living",,clearviewinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/clearviewmanor/,0,0
268,"Brooklyn Park, SA",restaurants,Goldstein Eswood,"Sir Donald Bradman Drv, Brooklyn Park SA 5032",-34.932513,138.541989,Serving Those Who Serve The Best.,,sales@goldsteineswood.com.au,http://www.goldsteineswood.com.au,0,0
269,"North Adelaide, SA",restaurants,Bain Gregory I Assoc Prof,"196 Melbourne St, North Adelaide SA 5006",-34.90815,138.60451,Special Interest In Arthroscopy And Minimally Invasive Surgery.,,greg@gregbain.com.au,http://www.gregbain.com.au,0,0
270,"Alberton, SA",restaurants,Ice Occasions SA,"Coburg Rd, Alberton SA 5014",-34.85408719,138.5136596,Ice Sculptures For All Occasions,,sales@iceoccasionssa.com.au,http://www.iceoccasionssa.com.au,0,0
271,"Stirling, SA",restaurants,Nielsen Architects Pty Ltd,Stirling SA 5152,-35.006535,138.71823,Small Responsive Architectural Firm.,,admin@nielsenarchitects.com.au,http://www.nielsenarchitects.com.au,0,0
272,Obstetrics & Gynaecology,restaurants,Barry Christopher Dr,Stirling SA 5152,-35.006535,138.71823,"Specialising In Incontinence, Menstrual Disorders And Prolapse Surgery",,,http://www.pelvicare.com.au,0,0
273,Functions,restaurants,HQ Cuisine,Stirling SA 5152,-35.006535,138.71823,"We Love What We Do Best, Entertaining People In Style.",,hqcuisine@chariot.net.au,http://www.hqcuisine.com.au,0,0
274,"Camden Park, SA",restaurants,Cat ATonic Boarding Cattery,"19 Lindsay St, Camden Park SA 5038",-34.97105,138.54548,"Secure, Comfortable & Affordable Cat Accommodation - Homely Atmosphere",,catatonic.cattery@bigpond.com,http://www.cat-a-tonic.com,0,0
275,"Kadina, SA",restaurants,The Peninsula Residential Care Centre,"8 Mine St, Kadina SA 5554",-33.95798,137.72048,"A Spirit of Caring, A Tradition of Excellence.",,prcadm@padman.com.au,http://www.padman.com.au,0,0
276,"Balaklava, SA",restaurants,Tads Embroidery Service,"12 Edith Tce, Balaklava SA 5461",-34.14574,138.41316,"Corporate, Schools And Sporting Clubs, Trophies And Engraving",,tads@tads.com.au,http://www.tads.com.au,0,0
277,"Clovelly Park, SA",restaurants,Dine Catering Pty Ltd,Clovelly Park SA 5042,-34.999939,138.57057,Dine - Fine Dining & Catering.,,glen@dinecatering.com.au,http://www.dinecatering.com.au,0,0
278,"Morphett Vale, SA",restaurants,Southern Vales Christian College,"140 States Rd, Morphett Vale SA 5162",-35.11251,138.53542,An R-12 Dual Campus College With A Strong Christian Emphasis,,admin@svcc.sa.edu.au,http://www.svcc.sa.edu.au,0,0
279,"Marleston, SA",restaurants,Springfresh Salads,"Unit 1/ 10 Desmond Ave, Marleston SA 5033",-34.94595,138.55565,Made Fresh To Order - Full Range Of Quality Gourmet Salads Fruit & Veg,,springfreshsalads@bigpond.com,http://www.springfreshsalads.com.au,0,0
280,"Kensington Park, SA",restaurants,Star Entertainment Pty Ltd,"PO Box 536, Kensington Park SA 5068",-34.920276,138.654223,"Clowns, Magicians, Comedians & Dancers. Professional Entertainers.",,star@starentertainment.com.au,http://www.starentertainment.com.au,0,0
281,"Glengowrie, SA",restaurants,Glengowrie Retirement Village,"170 Oaklands Rd, Glengowrie SA 5044",-34.99521,138.53622,"Relaxed, Affordable Retirement Living & Serviced Apartments, Adelaide",,glengowrieinfo@retireaustralia.com.au,http://www.retireaustralia.com.au/our-communities/glengowrie/,0,0
