SN,Suburb,Category,Business Name,Address,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
124,"Victor Harbor, SA",restaurants,Anchorage At Victor Harbor,"21 Flinders Pde, Victor Harbor SA 5211",-35.5536,138.6244,,,info@anchorageseafronthotel.com,http://anchorageseafronthotel.com,4,2
125,"Oaklands Park, SA",restaurants,Verve Bar  Kitchen,"Shop 2052c 297 Diagonal Rd, Oaklands Park SA 5046",-35.01,138.54,,,info@vervebar.com.au,http://www.vervebar.com.au,3,3
126,"Adelaide, SA",restaurants,Hey Jupiter,"11 Ebenezer Pl, Adelaide SA 5000",-34.92,138.6,,,hey-jupiter@hotmail.com,https://www.facebook.com/pages/Hey-Jupiter/,4.5,17
127,"Adelaide, SA",restaurants,Woolshed On Hindley Pty Ltd,"94 Hindley St, Adelaide SA 5000",-34.922786,138.595972,,,woolshed@dodo.com.au,http://www.woolshedonhindley.com.au,2.5,9
128,"Parkside, SA",restaurants,Mexican Living,"69 Unley Rd, Parkside SA 5063",-34.945546,138.607584,,,chimex@bigpond.net.au,http://www.mexicanliving.com.au,4,4
129,"Tanunda, SA",restaurants,1918 Bistro  Grill,"94 Murray St, Tanunda SA 5352",-34.52291,138.961018,,,enquiries@1918.com.au,http://www.1918.com.au,4.5,7
130,"Henley Beach South, SA",restaurants,Cucina Nuova,"17 Henley Beach Rd, Henley Beach South SA 5022",-34.92577,138.49815,,,enquiries@cucinanuovaristorante.com.au,http://www.cucinanuovaristorante.com.au,4,1
131,"Christies Beach, SA",restaurants,Blu C Cafe,"13 Beach Rd, Christies Beach SA 5165",-35.139209,138.471864,,,info@bluccafe.com.au,http://www.bluccafe.com.au,2,3
132,"Leabrook, SA",restaurants,The Spice Kitchen,Leabrook SA 5068,-34.930095,138.654959,,,info@spicekitchen.com.au,http://www.spicekitchen.com.au,3.5,5
133,"Mt Gambier East, SA",restaurants,The Gates At Southgate,"175 Commercial St, Mt Gambier East SA 5290",-37.825713,140.771085,,,reservations@southgatemotel.com.au,http://www.southgatemotel.com.au,4,1
134,"Adelaide, SA",restaurants,Cos Restaurant,"18 Leigh St, Adelaide SA 5000",-34.92365,138.59779,,,cosbar@e-access.com.au,http://www.justcos.com.au,4.5,5
135,"St Morris, SA",restaurants,Mughlai On Magill,"399 Magill Rd, St Morris SA 5068",-34.913891,138.652688,,,kamla.osborn@gmail.com,http://www.mughlaionmagill.com.au,4,3
136,"North Adelaide, SA",restaurants,Quality Hotel Old Adelaide,"160 O'Connell St, North Adelaide SA 5006",-34.903981,138.595828,,,reception@oldadelaideinn.com.au,http://www.oldadelaideinn.com.au,4,1
137,"Adelaide, SA",restaurants,Decant Restaurant,"264 Flinders St, Adelaide SA 5000",-34.92637,138.61037,,,decant@clarionhotelsoho.com.au,http://www.clarionhotelsoho.com.au,2,2
138,"Angaston, SA",restaurants,Vintners Bar  Grill,Angaston SA 5353,-34.506198,139.047666,,,chef@vintners.com.au,http://www.vintners.com.au,5,1
139,"Seaford, SA",restaurants,Seaford Hotel,"Cnr Commercial Rd & Griffiths Drv, Seaford SA 5169",-35.193336,138.477899,,,admin.seaford@indpg.com.au,http://www.seafordhotel.com.au,3.5,4
140,"North Adelaide, SA",restaurants,The Curious Squire,"10 O'Connell St, North Adelaide SA 5006",-34.908832,138.597218,,,curious@thecurioussquire.com.au,http://www.thecurioussquire.com.au,3.5,19
141,Restaurants,restaurants,Lime  Lemon Thai Cafe,"10 O'Connell St, North Adelaide SA 5006",-34.908832,138.597218,,,enquiries@limelemon.com.au,http://www.limelemon.com.au,2.5,9
142,"Parkside, SA",restaurants,Puccinis Restaurant,"309 Fullarton Rd, Parkside SA 5063",-34.950182,138.625356,,,info@puccinisrestaurant.com.au,http://www.puccinisrestaurant.com.au,5,1
143,"Walkerville, SA",restaurants,Candles on Walkerville,"119 Walkerville Tce, Walkerville SA 5081",-34.894895,138.617472,,,admin@candlesrestaurant.net.au,http://www.candlesrestaurant.net.au,0,0
144,"Adelaide, SA",restaurants,Adelaide Casino,Adelaide SA 5000,-34.928605,138.601685,,,marketing@adelaidecasino.com.au,http://www.adelaidecasino.com.au,3.4,12
145,"Malvern, SA",restaurants,Duthy Thai Restaurant,"19-21 Duthy St, Malvern SA 5061",-34.95208,138.61462,,,duthythai@gmail.com,http://www.duthythai.com.au,3.5,2
146,"Glenelg, SA",restaurants,Seasons at the Bay,"750 Anzac Hwy,, Glenelg SA 5045",-34.97701,138.51439,,,seasons@bigpond.com.au,http://www.seasonsatthebay.com.au/,4,1
147,"Stirling, SA",restaurants,Tranquilo Restaurant,"Shop 3/ 4 Mount Barker Rd, Stirling SA 5152",-35.004535,138.715412,,,info@tranquilo.com.au,http://www.tranquilo.com.au,3,5
148,"Bowden, SA",restaurants,Plant 13,"18 Park Tce, Bowden SA 5007",-34.905266,138.579833,,,info@plant13.com,http://www.plant13.com,4,6
149,"Parkside, SA",restaurants,Namaste Nepalese Restaurant,"41 George St, Parkside SA 5063",-34.94548,138.61323,,,,http://namasterestaurant.com.au,0,0
150,"Glenelg, SA",restaurants,Ambient Restaurant,"2/ 1 Colley Tce, Glenelg SA 5045",-34.980112,138.512729,,,ambient@live.com.au,http://ambientrestaurant.com.au,3.5,3
151,"Adelaide, SA",restaurants,Restaurant Orana,"285 Rundle St, Adelaide SA 5000",-34.922626,138.610128,,,info@restaurantorana.com,http://www.restaurantorana.com,3.5,3
152,"Linden Park, SA",restaurants,East Asian Bistro,"Shp 1 / 466 Greenhill Rd, Linden Park SA 5065",-34.939143,138.651127,"East Asian Bistro Serves Up The Exotic Tastes, Textures And Flavours",,,,0,0
153,"Whyalla Norrie, SA",restaurants,City Pearl Chinese Restaurant,"Shop 12 Jenkins Ave & Crn of Murn Cres, Whyalla Norrie SA 5608",-33.019976,137.550236,"Chinese, Thai & Australian Cuisine.",,,,0,0
154,"Murray Bridge, SA",restaurants,Oriental Garden Chinese Restaurant,"16 Adelaide Rd, Murray Bridge SA 5253",-35.12073,139.27278,"Catering For Banquets & Functions, Dine In Or Take Away.",,,,0,0
155,"Glenelg South, SA",restaurants,Bay Of Bengal,"73 Partridge St, Glenelg South SA 5045",-34.987894,138.518217,,,,http://www.bayofbengal.com.au,3,1
156,"Glynde, SA",restaurants,Glynde Hotel,"Cnr Payneham & Glynburn Rds, Glynde SA 5070",-34.889557,138.656453,,,,http://www.gogobuffalo.com.au,3,9
157,"McLaren Vale, SA",restaurants,Oscars,"201 Main Rd, McLaren Vale SA 5171",-35.21417,138.53595,,,,http://www.oscars.com.au,3,5
158,"Gawler East, SA",restaurants,fig22 at The Wheatsheaf Inn,"2 Sunnydale Ave, Gawler East SA 5118",-34.597064,138.776099,,,,http://www.fig22.com.au,5,1
159,"Glenelg, SA",restaurants,Yakumi Kitchen,"111 Jetty Rd, Glenelg SA 5045",-34.97988,138.5187,100% Charcoal Grill - Cook At Your Own Table,,,,0,0
160,"Unley, SA",restaurants,Sakura Japanese Teppanyaki Restaurant,"190 Unley Rd, Unley SA 5061",-34.95006,138.60663,Try Our Expert Teppanyaki Chef's Magic Touch Of Cooking,,,,0,0
161,"Belair, SA",restaurants,House Of Zen,"6 Main Rd, Belair SA 5052",-34.998354,138.62257,Authentic Chinese & Thai Cuisine,,,,3,1
162,"Tea Tree Gully, SA",restaurants,Ruby Raja,"1 Perserverance Rd, Tea Tree Gully SA 5091",-34.822006,138.731106,,,,http://www.rubyraja.com.au,3,4
163,"Adelaide, SA",restaurants,Cafe Brunelli,"187 Rundle St, Adelaide SA 5000",-34.92261,138.60675,,,,http://www.cafebrunelli.com.au,3,14
164,"Mt Barker, SA",restaurants,Auchendarroch House And Wallis Tavern,"17 Adelaide Rd, Mt Barker SA 5251",-35.06691,138.85712,,,,http://www.wallistavern.com.au,2.5,2
165,"Aberfoyle Park, SA",restaurants,Double Dragon Chinese Restaurant,"Shop 64 Hub Shopping Cntr Hub Drv, Aberfoyle Park SA 5159",-35.06632,138.59643,,,,http://www.doubledragonrestaurant.com.au,4,1
166,"Hyde Park, SA",restaurants,Assaggio Ristorante,"92- 94 King William Rd, Hyde Park SA 5061",-34.95175,138.59953,,,,http://www.assaggio.com.au,4.5,7
167,"Adelaide, SA",restaurants,Manna Caffe,"12 Waymouth St, Adelaide SA 5000",-34.92559,138.5991,,,,http://www.mannacaffe.com,3,1
168,"Coromandel Valley, SA",restaurants,Weinstadl Restaurant,"446 Main Rd, Coromandel Valley SA 5051",-35.05303,138.61954,,,,http://www.weinstadl.com,3,1
169,"Glenside, SA",restaurants,bistrofrance,"Shop 10, The Boulevarde 374 Greenhill Rd, Glenside SA 5065",-34.93973,138.64146,,,,http://www.bistrofrance.com.au,4.5,4
170,"Glenelg, SA",restaurants,The Promenade Restaurant,"Moseley Sq, Glenelg SA 5045",-34.980735,138.511403,,,,http://www.stamford.com.au,4,1
171,"Adelaide, SA",restaurants,Jolleys Boathouse Restaurant,"Jolleys La, Adelaide SA 5000",-34.916849,138.599598,,,,http://www.jolleysboathouse.com,3.5,8
172,"McLaren Vale, SA",restaurants,dArrys Verandah Restaurant at dArenberg Cellar Door,"Osborn Rd, McLaren Vale SA 5171",-35.198164,138.548393,,,,http://www.darenberg.com.au,5,6
173,"Salisbury, SA",restaurants,Tandoori Temptations,"Shop 6B Cinema 8 Complex, Salisbury SA 5108",-34.765854,138.623962,,,,http://www.tandooritemptations.com.au,4,1
174,"Adelaide, SA",restaurants,GILBERT STREET HOTEL,"88 GILBERT St, Adelaide SA 5000",-34.93423,138.59708,,,,http://www.gilbertsthotel.com.au,4,7
175,"Tranmere, SA",restaurants,Decorsos,"28A 28 Reid Ave, Tranmere SA 5073",-34.897622,138.660072,,,adecorso@bigpond.net.au,http://www.decorsos.com.au,0,0
176,"Adelaide, SA",restaurants,Amalfi Pizzeria Ristorante,"29 Frome St, Adelaide SA 5000",-34.92223,138.60767,,,,http://www.amalfipizzeria.com.au/,4.5,11
177,"Hyde Park, SA",restaurants,Thailand Thai Restaurant,"5/ 100 King William Rd, Hyde Park SA 5061",-34.95222,138.59989,Authentic Thai Cuisine,,,,0,0
178,"Mt Gambier, SA",restaurants,Barn Steakhouse The,Mt Gambier SA 5290,-37.82536,140.78223,,,,http://www.barn.com.au,0,0
179,"Adelaide, SA",restaurants,Mothers Crepe,"69 Grote St, Adelaide SA 5000",-34.92,138.59,,,,http://www.motherscrepe.com.au,4.5,5
180,"Gilles Plains, SA",restaurants,Fasta Pasta,"511 North East Rd, Gilles Plains SA 5086",-34.857313,138.654653,,,,http://www.fastapasta.com.au,2.5,3
181,"Adelaide, SA",restaurants,The Promethean,"116 Grote St, Adelaide SA 5000",-34.928595,138.594906,,,,http://www.theprom.com.au,4,6
182,"Bedford Park, SA",restaurants,Kwik Stix,"Cnr Main South Road And Flinders Dr, Bedford Park SA 5042",-35.01,138.56,,,,http://www.kwikstix.com.au,3.5,7
183,"Angaston, SA",restaurants,Angaston Roaring 40s Cafe,"30 Murray St, Angaston SA 5353",-34.500716,139.04899,,,,http://www.40scafe.com.au,5,2
184,"Glynde, SA",restaurants,La Casa Del Formaggio,"35 Sunbeam Rd, Glynde SA 5070",-34.895674,138.653056,,,,http://www.lacasa.com,4,2
185,"Greenock, SA",restaurants,Kalleske Wines,"6 Murray St, Greenock SA 5360",-34.456932,138.927741,,,,http://www.kalleske.com,4,1
186,"North Adelaide, SA",restaurants,Legacy Of India North Adelaide,"116 O'Connell St, North Adelaide SA 5006",-34.905382,138.595956,,,,http://www.eatout-adelaide.com.au/Adelaide-City-Surrounds/North-Adelaide/Restaurants/Legacy-of-India-North-Adelaide.html,3.3,3
187,"Adelaide, SA",restaurants,TGs Restaurant,"150 North Tce, Adelaide SA 5000",-34.92204,138.59848,,,,http://www.stamford.com.au,4,1
188,"Whyalla, SA",restaurants,Watersedge Restaurant,"Watson Tce, Whyalla SA 5600",-33.0391886,137.584697,,,,http://www.whyallaforeshore.com.au,0,0
189,"Warooka, SA",restaurants,Warooka Hotel Motel,"Main St, Warooka SA 5577",-34.99054821,137.4009516,,,,http://www.warookahotel.com.au,3,1
190,"Robe, SA",restaurants,Dons Kitchen,"6 Bagot St, Robe SA 5276",-37.163177,139.756078,,,,http://www.donskitchen.weebly.com,0,0
191,"Holden Hill, SA",restaurants,Orientai,"744 North East Rd, Holden Hill SA 5088",-34.845892,138.670923,,,,http://www.orientai.com.au,3.5,5
192,"Glenelg, SA",restaurants,Seasons at the BAY,"750 Anzac Hwy, Glenelg SA 5045",-34.977009,138.514388,,,,http://www.seasonsatthebay.com.au/,4,1
193,"Adelaide, SA",restaurants,Rickshaws Restaurant,"150 North Tce, Adelaide SA 5000",-34.92204,138.59848,,,,http://www.stamford.com.au,3.5,2
194,"McLaren Vale, SA",restaurants,Market 190,"190 Main Rd, McLaren Vale SA 5171",-35.215,138.53819,,,info@bracegirdles.com.au,http://www.market190.com.au,0,0
195,"Semaphore, SA",restaurants,Palais Hotel,"The Esp, Semaphore SA 5019",-34.838264,138.480525,,,,http://www.palais.com.au,4,6
196,"Ridgehaven, SA",restaurants,Saffron Indian Restaurant,"Shop 5, Pelican Plaza 1007 North East Rd, Ridgehaven SA 5097",-34.82712,138.69438,,,,http://www.saffronadelaide.com.au,5,1
197,"Para Hills, SA",restaurants,Somerset Hotel,"505 Bridge Rd, Para Hills SA 5096",-34.8004,138.65564,,,,http://www.somersethotel.com.au,3,1
198,"Brooklyn Park, SA",restaurants,Vietnam Sunrise,"Shop 2/ 285 Henley Beach Rd, Brooklyn Park SA 5032",-34.925289,138.549362,,,,http://www.vietnamsunrise.com.au,3.5,3
199,"Campbelltown, SA",restaurants,Assaggio Cafe,"84 Newton Rd, Campbelltown SA 5074",-34.878912,138.673267,,,,http://www.assagio.com.au,3.5,6
200,"Hendon, SA",restaurants,Scheffs Kitchens  Cabinets,"93 Tapleys Hill Rd, Hendon SA 5014",-34.87463,138.51284,,,scheffs@bigpond.com,http://www.scheffskitchens.com.au,0,0
201,"Flinders Park, SA",restaurants,Angkor Thai Restaurant,"194b Grange Rd, Flinders Park SA 5025",-34.90512,138.54597,,,,http://www.angkorthai.com.au,0,0
202,"Adelaide, SA",restaurants,Botanic Gardens Restaurant,"Plane Tree Dr, Adelaide SA 5000",-34.91590153,138.6104418,,,,http://www.botanicgardensrestaurant.com.au,0,0
203,"Tranmere, SA",restaurants,Barnacle Bill,"190 Glynburn Rd, Tranmere SA 5073",-34.90367,138.65788,,,,http://www.barnaclebill.com.au,0,0
204,"Glenelg, SA",restaurants,Capriccio Italian Restaurant,"10 Sussex St, Glenelg SA 5045",-34.97946,138.51408,,,,http://www.capricciorestaurant.com.au,0,0
205,"Queenstown, SA",restaurants,Chada Thai Cuisine,"Shp2/ 2 Webb St, Queenstown SA 5014",-34.859163,138.503604,,,,http://menus.grubfinder.com.au/sites/default/files/ChadaThaiCuisine.pdf#zoom=100,0,0
206,"West Lakes, SA",restaurants,Brunelli Westlakes,"Shop 308/ 111 Brebner Drv, West Lakes SA 5021",-34.882735,138.489601,,,,http://www.cafebrunelli.com.au,0,0
207,"Mt Compass, SA",restaurants,Fleurieu Golf Course,Mt Compass SA 5210,-35.351128,138.611218,,,,http://www.fleurieugolfcourse.com.au,0,0
208,"Moonta Bay, SA",restaurants,Seagate Moonta Bay,"171 Bay Rd, Moonta Bay SA 5558",-34.05516,137.56166,,,,http://www.seagatemoontabay.com.au,0,0
209,"Truro, SA",restaurants,Truro Weighbridge Motel Licensed Restaurant,"45 Moorundie St, Truro SA 5356",-34.409669,139.128616,,,,http://www.weighbridgemotel.com.au,0,0
210,"Adelaide, SA",restaurants,Un Caffe,"11 Waymouth St, Adelaide SA 5000",-34.926173,138.598856,,,,http://www.uncaffe.com,0,0
211,"Bolivar, SA",restaurants,SOUTHERN GO KART CLUB,"Summer Rd, Bolivar SA 5110",-34.7542,138.5869,,,,http://www.southernskc.asn.au,0,0
212,"Springton, SA",restaurants,Peter Seppelt Wines,"R.dewells Rd, Springton SA 5235",-34.7105,139.0937,,,,http://www.peterseppeltwines.com.au,0,0
213,"Melrose Park, SA",restaurants,African Soul,"128 Richmond Ave, Melrose Park SA 5039",-34.981803,138.578997,,,,http://www.africansoul.com.au/content/,0,0
214,"McLaren Vale, SA",restaurants,Angove Family Winemakers McLaren Vale Cellar Door,"117 Chalkhill Rd, McLaren Vale SA 5171",-35.209022,138.542933,,,,http://www.angove.com.au,0,0
215,"Adelaide, SA",restaurants,North Terrace Skycity,"Station Rd, Adelaide SA 5000",-34.92,138.59,,,,http://www.adelaidecasino.com.au,0,0
216,"Ascot Park, SA",restaurants,Little Chilli Padi,"Shop 3 645 Marion Rd, Ascot Park SA 5043",-34.98,138.55,,,,http://www.littlechillipadi.com.au/,0,0
217,"Mt Gambier, SA",restaurants,The Gates At Southgate,"175 Commercial St, Mt Gambier SA 5290",-37.82,140.77,,,,http://www.southgatemotel.com.au/,0,0
218,"Kensington Park, SA",restaurants,Pho Nam,"267 Kensington Rd, Kensington Park SA 5068",-34.926169,138.651126,,,,http://www.phonam.com.au,0,0
219,"McLaren Vale, SA",restaurants,Tintara Cellar Door,"Main Rd, McLaren Vale SA 5171",-35.218256,138.542817,,,,http://www.tintara.com.au,0,0
220,"Murray Bridge, SA",restaurants,Swanport Hotel,"Jervois Rd, Murray Bridge SA 5253",-35.16432453,139.2946966,,,,http://www.dundeeshotel.com.au,0,0
221,"Adelaide, SA",restaurants,Chennai Palace,"85 Moonta St, Adelaide SA 5000",-34.93,138.59,,,,http://www.chennaipalace.com.au,0,0
222,"North Adelaide, SA",restaurants,Amarin Thai Restaurant,"108 Tynte St, North Adelaide SA 5006",-34.905567,138.596413,,,,http://www.theamarinthai.com.au,0,0
223,"Tanunda, SA",restaurants,Barossa Basketball,"Magnolia St, Tanunda SA 5352",-34.518642,138.979381,,,,http://www.barossa.basketball.net.au,0,0
224,"Welland, SA",restaurants,Sushi Train Australia,"25/ 522 Port Rd, Welland SA 5007",-34.895579,138.557013,,,,http://www.sushitrain.com.au,0,0
225,"McLaren Vale, SA",restaurants,Maximus Wines,"Foggo Rd, McLaren Vale SA 5171",-35.202571,138.567991,,,,http://www.maximuswinesaustralia.com.au,0,0
226,"Torrensville, SA",restaurants,Highway Meat,"16 Howie Ave, Torrensville SA 5031",-34.924183,138.559683,,,,http://www.highwaymeat.com,0,0
227,"Williamstown, SA",restaurants,Barossa Ranges Vineyards,"250 Springton Rd, Williamstown SA 5351",-34.672361,138.925718,,,,http://www.barossarangesvineyards.com.au,0,0
228,"Allenby Gardens, SA",restaurants,Cafe 540,"540 Port Rd, Allenby Gardens SA 5009",-34.895232,138.55592,,,,http://www.tavern540.com.au,0,0
229,"Balhannah, SA",restaurants,Shaw  Smith Wines,"136 Jones Rd, Balhannah SA 5242",-35.007241,138.826106,,,,http://www.shawandsmith.com,0,0
230,"Yahl, SA",restaurants,Caroline Hills,"Norman Rd, Yahl SA 5291",-37.8721,140.8306,,,,http://www.carolinehills.com.au,0,0
231,"Stepney, SA",restaurants,Villa Mondo Pty Ltd,"49 Henry St, Stepney SA 5069",-34.91312,138.628998,,,,http://www.villamondo.com,0,0
232,"Kent Town, SA",restaurants,Tap Inn,"76 Rundle St, Kent Town SA 5067",-34.920024,138.620474,,,,http://www.tapinn.com.au,0,0
233,"Parndana, SA",restaurants,Marron Cafe,"Harriet Rd, Parndana SA 5220",-35.78,137.25,,,,http://www.andermel.com,0,0
234,"Adelaide, SA",restaurants,North Restaurant,"Station Rd, Adelaide SA 5000",-34.92,138.59,,,,http://www.adelaidecasino.com.au,0,0
235,"Welland, SA",restaurants,YUMMY SNACK FOODS,"110 Frederick St, Welland SA 5007",-34.906431,138.557474,,,,http://www.yummysnackco.com.au,0,0
236,"Adelaide, SA",restaurants,Red Salt Restaurant,"16 Hindmarsh Sq, Adelaide SA 5000",-34.92,138.6,,,,http://www.crowneplaza.com.au/,0,0
237,"Gumeracha, SA",restaurants,Chain Of Ponds Wines,"Main Rd, Gumeracha SA 5233",-35.059172,138.61909,,,,http://www.chainofponds.com.au,0,0
238,"Adelaide, SA",restaurants,Ashoka Indian Cuisine,"171a Hutt St, Adelaide SA 5000",-34.931332,138.611886,,,,http://ashokaindiancuisine.com.au,0,0
239,"Adelaide, SA",restaurants,Un Caffe,"1 King William St, Adelaide SA 5000",-34.921982,138.599075,,,,http://www.uncaffe.com,0,0
240,"Whyalla Playford, SA",restaurants,Percys on Playford,"99 Playford Ave, Whyalla Playford SA 5600",-33.03,137.56,,,,http://www.alexandermotel.com.au,0,0
241,"Hindmarsh, SA",restaurants,My Tho City Vietnamese Restaurant,"199 Port Rd, Hindmarsh SA 5007",-34.90448,138.57176,,,,http://www.mythocity.com.au,0,0
242,"Parkside, SA",restaurants,Mondiali Cafe,"55 Unley Rd, Parkside SA 5063",-34.944611,138.607113,,,,http://www.mondiali.com.au,0,0
243,"Adelaide, SA",restaurants,Assagio,"Stall 41 Adelaide Central Market. Gouger Street, Adelaide SA 5000",-35.00290813,117.8443358,,,,http://www.assagio.com.au,0,0
244,"Norwood, SA",restaurants,Charminar Parade Indian Restaurant,"Shp 1/ 136 The Parade, Norwood SA 5067",-34.921757,138.633778,,,,http://www.charminar.com.au,0,0
245,"Adelaide, SA",restaurants,Buenos Aires Argentinian Restaurant,"240 Hutt St, Adelaide SA 5000",-34.93339,138.61282,,,,http://www.buenosairesbrasserie.com.au,0,0
246,"Hyde Park, SA",restaurants,Parisis Restaurant,"138 King William Rd, Hyde Park SA 5061",-34.95366,138.599759,,,,http://www.parisis.net.au,0,0
247,"Littlehampton, SA",restaurants,Out Of The Pan,"82 North Tce, Littlehampton SA 5250",-35.04861,138.86525,,,,http://www.outofthepan.com.au,0,0
248,"North Adelaide, SA",restaurants,Taj Mahal Authen Indian Cuisine,"116 O'connell St, North Adelaide SA 5006",-34.905382,138.595981,,,,http://www.tajmahal.net.au/,0,0
249,"Mt Compass, SA",restaurants,The Eagles Nest,"George Francis Drv, Mt Compass SA 5210",-35.357504,138.608644,,,,http://www.fleurieugolfcourse.com.au,0,0
250,"Mawson Lakes, SA",restaurants,Watershed Function Centre  Cafe The,"665 Salisbury Hwy, Mawson Lakes SA 5095",-34.805205,138.601623,,,,http://www.thewatershed.net.au,0,0
251,"St Peters, SA",restaurants,Hello Dolly Lebanese Food  Catering,"Shp1a/ 103 Payneham Rd, St Peters SA 5069",-34.91024,138.62675,,,,http://www.hellodollylebanese.com.au,0,0
252,"Adelaide, SA",restaurants,Taj Tandor Indian Restaurant,"242 Rundle St, Adelaide SA 5000",-34.922325,138.608588,,,,http://www.tajtandoor.com.au,0,0
253,"Adelaide, SA",restaurants,Brasserie Restaurant,"233 Victoria Square,, Adelaide SA 5000",-34.92915,138.598687,,,,http://www.thebrasserie.com.au,0,0
254,"Kingscote, SA",restaurants,The Kangaroo Island Seaside Inn,"7 Cygnet Rd, Kingscote SA 5223",-35.65964,137.63086,,,,http://www.kiseasideinn.com.au,0,0
255,"Adelaide, SA",restaurants,Brasserie Restaurant,"233 Victoria Sq, Adelaide SA 5000",-34.92915,138.59869,,,,http://www.thebrasserie.com.au,0,0
256,"Oaklands Park, SA",restaurants,Spargos,"Shop 2051 Level 2 Westfield Shoppingtown Marion, Oaklands Park SA 5046",-35.016287,138.545748,,,,http://www.spargos.net.au,0,0
257,"Port Noarlunga, SA",restaurants,Harvest Of India,"24 Saltfleet St, Port Noarlunga SA 5167",-35.149164,138.470361,,,,http://www.harvestofindia.com.au,0,0
258,"Mt Gambier, SA",restaurants,The Barn Steakhouse,Mt Gambier SA 5291,-37.7737,140.8272,,,,http://barn.com.au,0,0
259,"Encounter Bay, SA",restaurants,Eat at Whalers,"121 Franklin Pde, Encounter Bay SA 5211",-35.586842,138.598739,,,,http://www.whalers.com.au,0,0
260,"Unley, SA",restaurants,Ristorante Pinocchio,"50 Unley Rd, Unley SA 5061",-34.943724,138.606514,,,,http://www.pinocchioristorante.com.au,0,0
261,"Kingswood, SA",restaurants,Australian Wine Centre The,"4 Truro Ave, Kingswood SA 5062",-34.974014,138.614709,,,,http://www.auswine.com.au,0,0
262,"Murray Bridge, SA",restaurants,Murray Bridge Pizza House,"57 Bridge St, Murray Bridge SA 5253",-35.11919,139.27458,,,,http://www.murraybridgepizzahouse.com.au,0,0
263,"Angle Vale, SA",restaurants,Cafe Bellavia,"2/ 34 Heaslip Rd, Angle Vale SA 5117",-34.645711,138.645119,,,,http://www.cafebellavia.com.au,0,0
264,"Woodville South, SA",restaurants,Stonehouse Bar  Grill,"878 Port Rd, Woodville South SA 5011",-34.88064,138.53398,,,,http://www.woodvillehotel.com.au,0,0
265,"Mt Lofty, SA",restaurants,Mount Lofty Summit Restaurant,"Mt Lofty Lookout Summit Rd, Mt Lofty SA 5152",-34.995533,138.705969,,,,http://www.mtloftysummit.com,0,0
266,"Camden Park, SA",restaurants,Silks Bistro,"470 Anzac Hwy, Camden Park SA 5038",-34.97425,138.54017,,,,http://www.morphettvillejunction.com.au,0,0
267,"McLaren Vale, SA",restaurants,Pennys Hill and Mr Riggs Cellars,"281 Main Rd, McLaren Vale SA 5171",-35.246342,138.550514,,,,http://www.pennyshill.com.au,0,0
268,"Oaklands Park, SA",restaurants,TGI Fridays Marion,"Westfield Marion, Level 2, Shop 2051A, 297 Diagonal Rd, Oaklands Park SA 5046",-35.015947,138.546143,,,,http://www.tgifridays.com.au,0,0
269,"Brompton, SA",restaurants,The Brompton,"5 First St, Brompton SA 5007",-34.90255,138.572046,,,,http://www.thebrompton.com.au,0,0
270,"Adelaide, SA",restaurants,Cafe One Two Nine,"129 North Tce, Adelaide SA 5000",-34.922,138.59695,,,,http://www.strath.com.au,0,0
271,"Penola, SA",restaurants,Penola Fantasy Model Railway  Roses Tearoom,"38 Riddoch St, Penola SA 5277",-37.380457,140.836431,,,,http://www.penolafantasymodelrailway.com,0,0
272,"Tanunda, SA",restaurants,Grant Burge Wines Pty Ltd,"Krondorf Rd, Tanunda SA 5352",-34.55322,138.951597,,,,http://www.grantburgewines.com.au,0,0
273,Restaurants,restaurants,Victorias Kitchen,"Krondorf Rd, Tanunda SA 5352",-34.55322,138.951597,,,,http://www.victoriaskitchen.com.au,0,0
274,"Clarence Gardens, SA",restaurants,PARMALAT FOOD PRODUCTS PTY LTD,"154 Caulfield Ave, Clarence Gardens SA 5039",-34.977253,138.575019,,,,http://www.parmalat.com.au,0,0
275,"McLaren Vale, SA",restaurants,PENNYS HILL THE KITCHEN DOOR RESTAURANT,"281 Main Rd, McLaren Vale SA 5171",-35.246342,138.550514,,,,http://www.pennyshill.com.au,0,0
276,"Mt Compass, SA",restaurants,Mountain Fresh Fruit Juices,"Nangkita Rd, Mt Compass SA 5210",-35.36672,138.731353,,,,http://www.mountainfreshfruitjuices.com.au,0,0
277,"Gepps Cross, SA",restaurants,SEKISUI Rib Loc Australia Pty Ltd,"587 Grand Junction Rd, Gepps Cross SA 5094",-34.847489,138.593622,,,,http://www.sekisuispr.com.au,0,0
278,"Oakbank, SA",restaurants,Oakbank Pizza Bar  Cafe,"229 Onkaparinga Valley Rd, Oakbank SA 5243",-34.983075,138.844406,,,,http://www.oakbankpizzabar.com.au,0,0
279,"Oakbank, SA",restaurants,Oakbank Racing Club Incorporated,"Oakwood Rd, Oakbank SA 5243",-34.974183,138.825441,,,,http://www.oakbankracingclub.com.au,0,0
280,"Nuriootpa, SA",restaurants,Beer  Beer Food Distributors,"Samuel Rd, Nuriootpa SA 5355",-34.480551,138.971956,,,,http://www.barossafarmproduce.com,0,0
281,"Gawler, SA",restaurants,Southern Hotel,"23 Murray St, Gawler SA 5118",-34.602747,138.749749,,,,http://www.thesouthernhotel.com.au,0,0
