List_Price,List_Price_Discount_Flag,TRU_SKU,Source_URL,search_string,walmartID,Available,Vendor,Description,Timestamp,Price,TRU_List_Price,TRU_Brand_Name,Was_Price,TRU_Model_Number,Image_URL,Age,Categories,TRU_UPC,UPC_Found,TRU_Category_Name_2,TRU_Category_Name_3,TRU_Category_Name_1,TRU_URL,Shipping,Marketplace_Seller_Rating,Item_Flag,TRU_Online_Desc,Weight,Source,Item_Name,TRU_Title,TRU_Price,SN,model
,0,139721,http://www.walmart.com/ip/LeapFrog-LeapPad2-Explorer-Learning-Tablet-Pink/20926335,http://www.walmart.com/ip/LeapFrog-LeapPad2-Explorer-Learning-Tablet-Pink/20926335,20926335,yes,Walmart.com,"LeapFrog LeapPad2 Explorer Learning Tablet, Pink:   LeapFrog LeapPad2 comes with 5 apps: Pet Pad, LeapFrog Learning Songs, Cartoon Director, Art Studio and one app of your choice Works with LeapFrog Explorer cartridges and apps (sold separately)  Capture your world in two ways with front and back cameras/video recorders  Trace, create and play by using your finger or the included stylus on the brilliant 5"" touch screen, control the action in games with motion-based play and record your own voice with a built-in microphone  With a faster processor and 4 GB of memory, you can now keep more personal creations and apps at your fingertips, including innovative book apps that provide a fully interactive reading experience with visual say-it, sound-it support and state-of-the-art gameplay; an all-new Cartoon Director app to create, direct and narrate your own animated movies; music to listen to; and Art and Photo studios to inspire imaginations  Draws from more than 2500 skills in subjects like reading, art, music, language and culture, science, geography, mathematics, health and more. LeapPad2 automatically adjusts the learning to each and every child, asking more challenging questions as children's skills develop. Progress is remembered from game to game so the learning and fun keep moving forward  Parents can connect to the free, online LeapFrog Learning Path to see specific details of their child's learning progress and share achievements and artwork with family and friends  Features limitless learning and endless play for children ages 3 to 9 years     What's included:   LeapPad2 Explorer Learning Tablet Quick Start Guide USB cable 2 Built-in Cameras & Video Recorders 5 included apps: Pet Pal Writing, Cartoon Creativity, Art Studio, LeapFrog Learning Songs and one app of your choice. (Internet connection required)  Requires 4 AA batteries (not included). Now compatible with the LeapPad2 Recharger Pack (sold separately)   #1 Learning Tablet Claim Based on: U.S. Source: The NPD Group / Consumer Tracking Service; PS Electronic Learning, Educational Gaming System brands as defined by LeapFrog in Dollars, Annual 2011. Canada Source: The Nielsen Company, MarketTrack Closed group; PS Electronic Learning, Educational Gaming System brands as defined by LeapFrog in Dollars, 2011 (52 weeks ending December 17, 2011). U.K. Source: NPD UK EPOS Service, Top Properties in PS ELA ranked by value, Full Year 2011.",2013-05-23 06:00:33,99.0,,LeapFrog,,32615,http://i.walmartimages.com/i/p/00/70/84/31/32/0070843132615_300X300.jpg,3 Years - 9 Years,Toys :    Learning Tablets,0708431326156,,EDUCATIONAL ELECTRONICS,LEAPPAD,LEARNING,http://www.toysrus.com/product/index.jsp?productId=13077173,ships free with $45 order of Home Free items,There are no reviews for this retailer,,LeapFrog LeapPad2 Explorer Learning Tablet - Pink,1.73 (in pounds),Walmart,"LeapFrog LeapPad2 Explorer Learning Tablet, Pink",LEAPPAD EXPLORER 2 PINK,99.99,236,32615
,0,153557,http://www.walmart.com/ip/Summer-Infant-3-Stage-Super-Booster-Seat/10978943,http://www.walmart.com/ip/Summer-Infant-3-Stage-Super-Booster-Seat/10978943,10978943,yes,Walmart.com,"Summer Infant - 3-Stage Super Seat:  Encourages development from infant to toddler years  Great value - grows with your baby  3-point harness for all three stages  Stage 1: Support seat aids baby when learning to sit up  Stage 2: 360-degree rotating tray, removable snack tray, and 5 playful toys  Stage 3: Booster seat includes removable soft foam insert for growing child  Assembly required; instructions included",2013-05-23 06:00:33,32.4,,Summer Infant,,13150,http://i.walmartimages.com/i/p/00/01/29/14/13/0001291413150_300X300.jpg,4 Months - 4 Years,Baby :    High Chairs & Boosters,0012914131503,,INFANT CARE & SAFETY,INFANT POSITIONERS,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=3247729,ships free with $45 order of Home Free items,There are no reviews for this retailer,,Summer Infant Super Seat Booster/Infant Positioner,4.75 (in pounds),Walmart,Summer Infant - 3-Stage Super Booster Seat,3-STAGE SUPER SEAT,49.99,230,13150
,0,898356,http://www.walmart.com/ip/Lalaloopsy-Littles-Fairy-Lilac-Doll/22165168,http://www.walmart.com/ip/Lalaloopsy-Littles-Fairy-Lilac-Doll/22165168,22165168,yes,Walmart.com,"Lalaloopsy Littles Fairy Lilac Doll:     Bright, whimsical personality  Doll comes in a ""pouch""  Interactive play  Doll comes with a pet  Dimensions: 6.5""L x 4.5""W x 8""H",2013-05-23 06:00:35,21.99,,MGA Entertainment,,520078,http://i.walmartimages.com/i/p/00/03/50/51/52/0003505152009_300X300.jpg,4 Years and up,Toys :    Fashion Dolls,0035051520092,,COLLECTIBLES &DOLLHOUSES,LALALOOPSY,CORE TOY,http://www.toysrus.com/product/index.jsp?productId=18597606,,There are no reviews for this retailer,,Lalaloopsy Little Oopsie Doll - Fairy Lilac,0.77 (in pounds),Walmart,Littles Lalaloopsy Lala Oopsie Doll- Fairy Lilac,LALALOOPSY LITTLE OOPSIE DOLL,21.99,227,520092
,0,151871,http://www.walmart.com/ip/Hot-Wheels-Ghost-Blaster-Play-Set/22477714,http://www.walmart.com/ip/Hot-Wheels-Ghost-Blaster-Play-Set/22477714,22477714,no,Walmart.com,Hot Wheels Ghost Blaster Play Set:   Scary good fun Includes: 1 car Not for use with some Hot Wheels vehicles,2013-05-23 06:00:35,12.99,,Mattel,,H7045,http://i.walmartimages.com/i/p/00/74/67/75/04/0074677504736_300X300.jpg,5 Years and up,Toys :    Racetracks & Play Sets,0027084257373,,DIECAST CARS/ACTION VEH,HOT WHEELS VEHICLES,CORE TOY,http://www.toysrus.com/product/index.jsp?productId=2265577,,There are no reviews for this retailer,,Hot Wheels 20 Car Gift Pack, ,Walmart,Hot Wheels Ghost Blaster Play Set,HW 20 CAR PACK,19.99,225,W3406
$79.97,1,906992,http://www.walmart.com/ip/LEGO-Chima-Cragger-Command-Ship-Play-Set/22018267,http://www.walmart.com/ip/LEGO-Chima-Cragger-Command-Ship-Play-Set/22018267,22018267,yes,Walmart.com,"LEGO Chima Cragger Command Ship Play Set:    The LEGO Legends of Chima Play Set is a 609-piece set  Includes 6 minifigures: Cragger, Crominus, Crooler, Rawzom, Leonidas and Longtooth  The Cragger Command Ship Play Set LEGO Chima Set Features:  CHI  Opening mouth  Articulated tail and claws  Opening cockpits  Flick missiles  Detachable mini boats and helicopter    Weapons include 4 CHI weapons  Croc mouth fits a minifigure  Launch a croc stealth attack  Float the Command Ship in water  Swipe the articulated tail  Fire the flick missiles  Deploy the cool mini boats and helicopter  Measures over 22""L x 9""W x 3""H  Jet bike measures over 1""L x 1""W x 1""H  Helicopter measures over 11""L x 9""W x 3""H  Mini boats measure over 3""L x 1""W x 1""H  LEGO Play Set Model# 70006",2013-05-23 06:00:34,62.69,89.99,LEGO,,6024429,http://i.walmartimages.com/i/p/00/67/34/19/18/0067341918958_300X300.jpg,8 Years - 14 Years,Toys :    Building Sets,0673419189583,,CONSTRUCTION TOY,LEGO OWN IP SETS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=17599316,97 cent shipping,There are no reviews for this retailer,,LEGO Legends of Chima Cragger's Command Ship (70006),3.05 (in pounds),Walmart,LEGO Chima Cragger Command Ship Play Set,LEGO CHIMA 70006 CRAGGERS COMMAND SHIP,89.99,233,70006
,0,449712,http://www.walmart.com/ip/Safety-1st-Deluxe-Infant-to-Toddler-Bath-Center/10756326,http://www.walmart.com/ip/Safety-1st-Deluxe-Infant-to-Toddler-Bath-Center/10756326,10756326,yes,Walmart.com,Safety 1st Deluxe Infant to Toddler Bath Center :   SlideGuard prevents baby from slipping    All-stage with sink or tub usage   Too HOT indicator plug   Shower bar hanging hook   Soap and shampoo holder   Comfortable foam headrest   Soft hammock sling,2013-05-23 06:00:36,22.34,,Safety 1st,,BH048,http://i.walmartimages.com/i/p/00/88/43/92/44/0088439244002_300X300.jpg,Birth and up,Baby :    Bath,0884392568627,,INFANT CARE & SAFETY,BATHS&BATH ACCESSORIES,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=12383593,,There are no reviews for this retailer,,Safety 1stTurtle Complete Bath Center,3.1 (in pounds),Walmart,Safety 1st - Deluxe Infant to Toddler Bath Center,COMPLETE BATH CARE CENTER,27.99,224,440300030
,0,638691,http://www.walmart.com/ip/Sealy-Soybean-Foam-Core-Crib-Mattress-Eco-Friendly/10391802,http://www.walmart.com/ip/Sealy-Soybean-Foam-Core-Crib-Mattress-Eco-Friendly/10391802,10391802,no,Walmart.com,"Sealy Soybean Crib Mattress  Soybeans are a renewable resource and grown in the USA  Soy foam-core uses less petroleum and oil product  Hypoallergenic soybean foam-core prevents sagging and is ultra supportive   Soy-based foam-core offers improved durability over conventional foams and uses renewable resources resulting in less use of crude oil   Square cut corners for snug fit in cribs   Entire cover and lock-stitched binding wipe clean, preventing allergens from clinging to the mattress   Lightweight to easily change sheets   Sealy soybean crib mattress cover is moisture-resistant and cleans easily   Airflow pocket at bottom so mattress can breathe without small metal parts   Sealy soybean crib mattress passes Federal Flammability Standard 16 CFR 1633   Lifetime warranty on workmanship and materials   Entire mattress is phthalate-compliant and does not contain toxic fire retardants or chemicals   Sealy soybean crib mattress model# EM710-HHT",2013-05-23 06:00:34,109.98,,Sealy Mattresses,,EM712-FTNP,http://i.walmartimages.com/i/p/00/03/18/78/02/0003187802690_300X300.jpg,0 - 0,Baby :    Baby Mattresses,0031878029824,,INFANT FURNITURE,MATTRESSES,FURNITURE,http://www.toysrus.com/product/index.jsp?productId=11306119,,There are no reviews for this retailer,,Sealy Soybean EverEdge Foam-Core Crib & Toddler Mattress,9.0 (in pounds),Walmart,"Sealy Soybean Foam-Core Crib Mattress, Eco Friendly",SEALY SOYBEAN EVREDGE MATTRESS,169.99,232,EM710-HHT
,0,92317,http://www.walmart.com/ip/Medela-Harmony-Manual-Breastpump/19863428,http://www.walmart.com/ip/Medela-Harmony-Manual-Breastpump/19863428,19863428,yes,Walmart.com,"Medela - Harmony Manual Breastpump:   Single pump  Manual operation  The newest technology in an easy-to-use manual  Preferred by 9 out of 10 moms over other manual pumps  Lightweight and portable  More milk in less time with 2-Phase Expression technology   Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:34,39.88,,Medela,,67186T,http://i.walmartimages.com/i/p/00/02/04/51/67/0002045167186_300X300.jpg,,Baby :    Breast Feeding,0020451671864,,FEEDING AND MOM ACCESSORI,BREASTFEEDING,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=2409078,ships free with $45 order of Home Free items,There are no reviews for this retailer,,Medela Harmony Manual Breast Pump,0.9 (in pounds),Walmart,Medela - Harmony Manual Breastpump,BPAF HARMONY BREASTPUMP MANUAL,41.99,228,67186D
,0,563377,http://www.walmart.com/ip/Serta-Nightstar-Three-Sided-Contour-Changing-Pad/6487108,http://www.walmart.com/ip/Serta-Nightstar-Three-Sided-Contour-Changing-Pad/6487108,6487108,yes,Walmart.com,"Serta Nightstar - Three Sided Contour Changing Pad   Converts any flat surface into a safe, convenient changing table    Lush contour foam pad comfortably cradles your baby    Safety strap with easy-release buckle gently keeps baby in place    Durable vinyl cover locks out moisture and stains    1 year warranty against manufacturer's defects",2013-05-23 06:00:36,24.96,,Serta,,6092100,http://i.walmartimages.com/i/p/00/65/45/82/60/0065458260410_300X300.jpg,,Baby :    Changing Pads & Covers,0654582609214,,INFANT BEDDING,CHANGING TABLE ACCESS,NURSERY,http://www.toysrus.com/product/index.jsp?productId=2953121,,There are no reviews for this retailer,,Serta Contour Pad,1.85 (in pounds),Walmart,Serta Nightstar - Three Sided Contour Changing Pad,SERTA ORGANIC CONTOUR PAD,32.99,219,7514891
$74.97,1,388960,http://www.walmart.com/ip/LEGO-Friends-Olivia-s-House/17782849,http://www.walmart.com/ip/LEGO-Friends-Olivia-s-House/17782849,17782849,yes,Walmart.com,"LEGO Friends Olivia's House Play Set:   Includes cat Kitty and 3 mini-doll figures: Olivia, Mom (Anna) and Dad (Peter) LEGO Olivia's House features kitchen, bathroom, bedroom, living room, barbecue, rooftop patio and outdoor table Furniture includes a shower, toilet, sink, bed, vanity, couch, sofa chair, coffee table, flat screen TV, refrigerator with opening door, cabinets, oven, sink, kitchen table and kitchen chairs Accessories include diary, hairbrush, blender, salt and pepper shakers, frying pan, spatula, muffin tins, mixer, utensils, baking tray, bowl, sausage, chicken drumstick, carrots, apple, bunch of cherries and milk carton Also includes flower accessory pack: 3x4 flowers, 4 ladybirds and 4 butterflies LEGO Olivia's House is built in sections to easily rearrange for a custom layout Mow the lawn with the lawnmower Swing in the yard Barbeque a feast on the outdoor grill and invite the girls Host a party for all of the LEGO Friends LEGO Friends play sets are fully compatible with all LEGO System bricks Collect all of the LEGO Friends sets for a whole world of LEGO Friends fun See all    LEGO Friends  .",2013-05-23 06:00:37,60.71,84.99,LEGO,,4653125,http://i.walmartimages.com/i/p/00/67/34/19/16/0067341916570_300X300.jpg,5 Years - 12 Years,Toys :    Building Sets,0673419165709,,CONSTRUCTION TOY,LEGO FRIENDS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=12378485,,There are no reviews for this retailer,,LEGO Friends Olivia's House (3315),3.15 (in pounds),Walmart,LEGO Friends Olivia's House,LEGO FRIENDS 3315 OLIVIA'S HOUSE,79.99,220,3315
,0,845659,http://www.walmart.com/ip/Graco-Size4Me-70-Convertible-Car-Seat/23533393,http://www.walmart.com/ip/Graco-Size4Me-70-Convertible-Car-Seat/23533393,23533393,yes,Wayfair.com,"GR2015 Features:  Side impact tested  Simply safe adjust harness system is safe and simple with a one hand, no re-thread harness that automatically adjusts  One hand, 8-position adjustable headrest easily adapts  One-second lath attachment featuring our exclusive in right latch system  5 Point, front-adjust harness helps you get baby in and out  2 Buckle positions for your growing child  EPS, energy absorbing foam for effective impact energy management  Easy-to-read level indicator for hassle-free installation  3 Position recline keeps your growing child comfortable  Integrated cup holder keeps drinks  Removable head and body support helps keep baby comfy  Rear-facing for infants 4-40 lbs.  Forward-facing for toddlers 20-70 lbs  Machine-washable seat cushion and inserts    Color/Finish:  Color: Branson    Dimensions:  Dimensions: 19.28"" H x 22.33"" W x 26"" D",2013-05-23 06:00:37,187.94,,Graco,,1831775,http://i.walmartimages.com/i/mp/00/04/74/06/11/0004740611950_P255045_300X300.jpg,,Baby :    Convertible Car Seats,0047406118779,,GEAR ON THE GO,CONVERTIBLE CAR SEATS,GEAR,http://www.toysrus.com/product/index.jsp?productId=13069715,,"Rating for Wayfair: 83% Positive (Based on 24,352 ratings)",,Graco My Size 70 Convertible Car Seat - Thunder,23.5 (in pounds),Walmart,Graco Size4Me 70 Convertible Car Seat,GRACO MY SIZE 70 THUNDER,179.99,213,
,0,520724,http://www.walmart.com/ip/Leachco-All-Nighter-Total-Body-Pregnancy-Pillow-Ivory/13360480,http://www.walmart.com/ip/Leachco-All-Nighter-Total-Body-Pregnancy-Pillow-Ivory/13360480,13360480,yes,Walmart.com,"Leachco All Nighter Total Body Pregnancy Pillow, Ivory:  Developed by a registered nurse  Multi-positional ivory Leachco pillow for sleeping comfort and relief from stress points and pain  Candy-cane design conforms to the shape of your entire body from head to toe  Shorter section for upper body support; longer section for shoulders, back and legs  Unlimited positions to meet everyone's needs  All Nighter total body pregnancy pillow is long enough to support the entire body  Extra-wide and long head section for versatile sleeping styles  Longer cylindrical section to support your shoulders, back and hips  100% polyester fiberfill  Removable, machine-washable ivory cover is 65% polyester, 35% cotton  Dimensions: 76"" L x 26.5"" W x 7.25"" D  The All Nighter total body pregnancy pillow is available online only",2013-05-23 06:00:38,49.0,,"Leachco, Inc.",59.00,13573,http://i.walmartimages.com/i/p/00/04/55/16/13/0004551613849_300X300.jpg,Adult and up,Apparel :    Pregnancy Pillows,0045516135730,,FEEDING AND MOM ACCESSORI,MOM ESSENTIALS,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=2267435,97 cent shipping,There are no reviews for this retailer,Rollback,Snoogle Total Body Pillow,9.65 (in pounds),Walmart,"Leachco - All Nighter Total Body Pregnancy Pillow, Ivory",SNOOGLE TOTAL BODY PILLOW,64.99,214,13849
,0,434617,http://www.walmart.com/ip/Medela-Breastmilk-Storage-Solution/19863427,http://www.walmart.com/ip/Medela-Breastmilk-Storage-Solution/19863427,19863427,yes,Walmart.com,"Medela - Breastmilk Storage Solution:   BPA free Everything a mom needs to store, organize and protect her breastmilk Complete assortment of storage containers for baby's growing and changing breastmilk needs Versatile tray can be used in fridge, freezer or counter Unique lids help mom quickly identify which bottle to feed next   Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:39,39.97,,Medela,,67348,http://i.walmartimages.com/i/p/00/02/04/51/67/0002045167348_300X300.jpg,,Baby :    Breast Feeding,0020451673486,,FEEDING AND MOM ACCESSORI,BREASTFEEDING,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=12535655,ships free with $45 order of Home Free items,There are no reviews for this retailer,,Medela Breastmilk Storage Solution,1.85 (in pounds),Walmart,Medela - Breastmilk Storage Solution,BREASTMILK STORAGE SOLUTION,39.99,212,67348
,0,877127,http://www.walmart.com/ip/LEGO-City-Fire-Emergency-Play-Set/22018315,http://www.walmart.com/ip/LEGO-City-Fire-Emergency-Play-Set/22018315,22018315,yes,Walmart.com,"LEGO City Fire Emergency Play Set:   300-piece LEGO building set includes 3 firefighters with assorted accessories  Fire truck features extendable, rotating ladder and retractable hose with a water element  Abandoned house features retractable flames, trash can and a streetlight  Accessories include smoke diver gear, axe and a saw  Extend the ladder  Turn the knob and put out the flames  Fire truck measures over 6""L x 1""W x 3""H  House measures over 4""W x 2""D x 5""H  Model# 60003",2013-05-23 06:00:38,34.8,44.99,LEGO,,6021712,http://i.walmartimages.com/i/p/00/67/34/19/18/0067341918799_300X300.jpg,5 Years - 12 Years,Toys :    Building Sets,0673419187992,,CONSTRUCTION TOY,LEGO OWN IP SETS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=17328366,97 cent shipping,There are no reviews for this retailer,,LEGO City Fire Emergency Truck (60003),1.2 (in pounds),Walmart,LEGO City Fire Emergency Play Set,LEGO CITY 60003 FIRE EMERGENCY,44.99,215,60003
,0,47964,http://www.walmart.com/ip/LEGO-Ninja-Turtles-Kraang-Lab-Escape-Play-Set/22081923,http://www.walmart.com/ip/LEGO-Ninja-Turtles-Kraang-Lab-Escape-Play-Set/22081923,22081923,yes,Walmart.com,"LEGO Ninja Turtles Kraang Lab Escape Play Set:    Blast and jump out of the laser-shield prison with the explosion function of this LEGO Ninja Turtles Set  Fire the mech walker's flick missiles  Open the mech walker's cockpit  Cell measures: over 2""L (5cm) x 1""W (3cm) x 2""H (6cm)  Walker measures: over 3""L (9cm) x 3""W (9cm) x 2""H (6cm)  Includes 3 minifigures: Michelangelo, Foot Soldier and 1 character: The Kraang  Kraang Lab Escape LEGO Ninja Set Includes 4 weapons: nunchucks, mace and dual flick missiles  LEGO Play Set Model# 79100",2013-05-23 06:00:38,12.6,17.99,LEGO,,6024695,http://i.walmartimages.com/i/p/00/67/34/19/19/0067341919037_300X300.jpg,5 Years - 12 Years,Toys :    Building Sets,0673419190374,,CONSTRUCTION TOY,LEGO LICENSED IP SETS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=17328316,97 cent shipping,There are no reviews for this retailer,,LEGO Teenage Mutant Ninja Turtles Kraang Lab Escape,1.54 (in pounds),Walmart,LEGO Ninja Turtles Kraang Lab Escape Play Set,LEGO TMNT KRAANG LAB ESCAPE,14.99,216,79100
,0,779921,http://www.walmart.com/ip/Graco-Pack-n-Play-Playard-with-Newborn-Napper-Station-DLX-Jacqueline/19514417,http://www.walmart.com/ip/Graco-Pack-n-Play-Playard-with-Newborn-Napper-Station-DLX-Jacqueline/19514417,19514417,yes,Walmart.com,"Graco - Pack 'n Play Playard with Newborn Napper Station DLX, Jacqueline:   Full-size, removable bassinet Large changing table Adjustable toy bar with soft toys Built-in storage shelves Micro-fleece fabric on napper station Quilted mattress pad Airy mesh on all sides Push-button folding 2 wheels Convenient carrying bag Recommended for a child unable to climb out, less than 35"" tall Changing station is for use by a child under 30 lbs Bassinet is designed for an infant under 15 lbs Overall dimensions: 40""L x 28.5""W x 33.25""H Assembles in approximately 20 minutes   Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:38,169.0,,Graco,,1806998,http://i.walmartimages.com/i/p/00/04/74/06/11/0004740611603_300X300.jpg,,Baby :    Playards,0047406115211,,GEAR IN HOME,TRAVEL YARDS,GEAR,http://www.toysrus.com/product/index.jsp?productId=12319174,97 cent shipping,There are no reviews for this retailer,,Graco Pack 'N Play with Newborn Napper Station Deluxe Play Yard - Faith,31.79 (in pounds),Walmart,"Graco - Pack 'n Play Playard with Newborn Napper Station DLX, Jacqueline",FAITH NEWBORN NAPPER DLX PNP,169.99,218,9E35JAC
$34.97,1,789387,http://www.walmart.com/ip/LEGO-Friends-Adventure-Camper-Play-Set/21097224,http://www.walmart.com/ip/LEGO-Friends-Adventure-Camper-Play-Set/21097224,21097224,yes,Walmart.com,"Lego Friends Adventure Camper Play Set:   Number of pieces: 325 Lego Adventure Camper set includes:  1 Olivia mini-doll 1 Nicole mini-doll 2 bikes 1 surfboard 1 picnic table 1 barbecue grill 1 chicken 1 set of cups 1 juice element 1 tote bag 1 pack of kitchen accessories that includes plates, utensils, bowl, muffins, spatula, frying pan and baking tin Roof and doors of the Lego campervan open and close Compatible with all Lego system bricks",2013-05-23 06:00:37,28.97,45.99,LEGO,,4653116,http://i.walmartimages.com/i/p/00/67/34/19/16/0067341916565_300X300.jpg,5 Years - 12 Years,Toys :    Building Sets,0673419165655,,CONSTRUCTION TOY,LEGO FRIENDS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=12776836,,There are no reviews for this retailer,,LEGO Friends Adventure Camper (3184),1.15 (in pounds),Walmart,LEGO Friends Adventure Camper Play Set,LEGO FRIENDS 3184 ADVENTURE CAMPER,37.99,217,3184
,0,837248,http://www.walmart.com/ip/The-Amazing-Spider-Man-Comic-Series-Ultimate-Gift-Set/21129615,http://www.walmart.com/ip/The-Amazing-Spider-Man-Comic-Series-Ultimate-Gift-Set/21129615,21129615,yes,Walmart.com,"The Amazing Spider-Man Comic Series Ultimate Gift Set:   Includes 4 figures: Spider-Man, Hobgoblin, Carnage and Scorpion Spider-Man figure comes with web line, web shield and web shooters Carnage figure holds a battle axe Monster symbiote claw Scorpion figure launches a tail missile Hobgoblin figure launches a pumpkin bomb from his attack glider See all    Spiderman  .",2013-05-23 06:00:39,29.97,39.99,Hasbro,,A1778,http://i.walmartimages.com/i/p/00/65/35/69/73/0065356973971_300X300.jpg,4 Years and up,Toys :    Action Figures,0653569811541,,ACTION FIGURES,BEYBLADES,CORE TOY,http://www.toysrus.com/product/index.jsp?productId=17730686,,There are no reviews for this retailer,,Beyblade Metal Fury Hyperblades Hyper-Strike Battle Set,2.6455 (in pounds),Walmart,The Amazing Spider-Man Comic Series Ultimate Gift Set,BEYBLADE DELUXE 4D TOP BATTLE SET,20,211,A0022
,0,512094,http://www.walmart.com/ip/Infantino-Hoodie-Universal-Rain-Baby-Carrier-Cover/19852759,http://www.walmart.com/ip/Infantino-Hoodie-Universal-Rain-Baby-Carrier-Cover/19852759,19852759,yes,Walmart.com,"Infantino - Hoodie Universal Rain Baby Carrier Cover:   Works with both soft structured and ergonomic carriers Durable nylon material keeps baby protected Include detachable hood to protect baby Cuddle pocket perfect for keeping mom's hands dry Works with Hoodie Universal All-Season Carrier Cover Outer material: 100 percent nylon Dimensions: 24.5""L x 5""W x 32""H   Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:40,14.99,,Infantino,,200-448,http://i.walmartimages.com/i/p/00/77/35/54/01/0077355401519_300X300.jpg,,Baby :    Baby Carriers,0773554004489,,GEAR ON THE GO,INFANT CARRIERS,GEAR,http://www.toysrus.com/product/index.jsp?productId=4232179,,There are no reviews for this retailer,,Infantino Breathe Carrier - Grey,0.55 (in pounds),Walmart,Infantino - Hoodie Universal Rain Baby Carrier Cover,BREATHE CARRIER,21.99,204,201-519
,0,782095,http://www.walmart.com/ip/Fisher-Price-Space-Saver-High-Chair-Swirls/23268046,http://www.walmart.com/ip/Fisher-Price-Space-Saver-High-Chair-Swirls/23268046,23268046,yes,Walmart.com,"Fisher-Price Space-Saver High Chair, Swirls:    Birth and up  3 height adjustments  3-position recline (where the tray stays level)  Converts from a newborn to infant height chair then to a booster seat  Cute gender-neutral brown swirl pattern  Weight maximum: 50 lbs  Made of plastic  Assembly required    Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:41,45.0,,Fisher-Price,,W9473,http://i.walmartimages.com/i/p/00/02/70/84/88/0002708488468_300X300.jpg,,Baby :    High Chairs & Boosters,0746775091255,,GEAR IN HOME,HIGH CHAIRS,GEAR,http://www.toysrus.com/product/index.jsp?productId=11981517,ships free with $45 order of Home Free items,There are no reviews for this retailer,Special Buy,Fisher-Price Space Saver High Chair - Pink Circles,12.05 (in pounds),Walmart,"Fisher-Price Space-Saver High Chair, Swirls",SPACE SAVER HIGH CHR PNK CRLS,59.99,206,T2531
,0,830189,http://www.walmart.com/ip/Summer-Infant-Decorative-Tall-Gate/7941650,http://www.walmart.com/ip/Summer-Infant-Decorative-Tall-Gate/7941650,7941650,yes,Walmart.com,"Summer Infant Extra Tall Decorative Walk Thru Gate  Hardware mounted option for top and bottom of stairs (hardware included)  The Summer Infant Decorative Extra Tall Baby Gate features simple, one-handed operation  Door swings closed and locks automatically  Fits openings 28"" to 48"" wide and is 36"" tall  Stylish metal gate complements new and contemporary homes  Includes two 4.5"" and one 9"" extension",2013-05-23 06:00:41,62.96,,Summer Infant,,7980,http://i.walmartimages.com/i/p/00/01/29/14/07/0001291407600_300X300.jpg,,Baby :    Baby Gates,0012914076002,,INFANT CARE & SAFETY,GATES,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=2970281,ships free with $45 order of Home Free items,There are no reviews for this retailer,,Summer Infant Decor Extra Tall Gate,24.25 (in pounds),Walmart,Summer Infant - Decorative Extra Tall Gate,DECOR EXTRA TALL GATE,79.99,203,7600
